Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id50;Женский;20;Среднее профессиональное;Работа;sentence13.2; - ;29A
3;филлер;вопрос;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler9.2;правильная интерпретация;7C
4;филлер;вопрос;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler9.2;правильная интерпретация;7C
1;филлер;вопрос;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler9.2;правильная интерпретация;7C
2;филлер;вопрос;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler9.2;правильная интерпретация;7C
3;филлер;вопрос;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler9.2;правильная интерпретация;7C
3;филлер;вопрос;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler9.2;правильная интерпретация;7C
3;филлер;вопрос;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler9.2;правильная интерпретация;7C
1;филлер;вопрос;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler9.2;правильная интерпретация;7C
2;филлер;вопрос;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler9.2;правильная интерпретация;7C
4;филлер;вопрос;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler9.2;правильная интерпретация;7C
3;филлер;вопрос;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler9.2;правильная интерпретация;7C
3;филлер;вопрос;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler9.2;правильная интерпретация;7C
2;филлер;вопрос;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler9.2;правильная интерпретация;7C
2;филлер;вопрос;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler9.2;правильная интерпретация;7C
4;филлер;вопрос;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler9.2;правильная интерпретация;7C
2;филлер;вопрос;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler9.2;правильная интерпретация;7C
4;филлер;вопрос;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler9.2;правильная интерпретация;7C
5;филлер;вопрос;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler9.2;правильная интерпретация;7C
